游族网络,海外平台客服经理,1.5-2万/月,徐汇区宜山路711号2号楼游族大厦
company,job_title,payment,location
游族网络,游戏测试主管（无限工作室）,1-1.2万/月,徐汇区宜山路711号2号楼游族大厦
company,job_title,payment,location
游族网络,美术指导,1-2万/月,徐汇区宜山路711号2号楼游族大厦
company,job_title,payment,location
游族网络,资深场景原画设计师（无限工作室）,1.3-1.7万/月,徐汇区宜山路711号2号楼游族大厦
company,job_title,payment,location
游族网络,资深角色原画设计师,1.4-2万/月,徐汇区宜山路711号2号楼游族大厦
company,job_title,payment,location
游族网络,U3D地编（无限）,1.2-1.6万/月,徐汇区宜山路711号2号楼游族大厦
company,job_title,payment,location
游族网络,海外游戏制作人（环球工作室）,3-4.5万/月,徐汇区宜山路711号2号楼游族大厦
company,job_title,payment,location
游族网络,副总裁助理(无限）,0.8-1.6万/月,徐汇区宜山路711号2号楼游族大厦
company,job_title,payment,location
游族网络,资深文案（市场中心）,0.8-1.5万/月,徐汇区宜山路711号2号楼游族大厦
company,job_title,payment,location
游族网络,C++服务器工程师,1-2万/月,徐汇区宜山路711号2号楼游族大厦
company,job_title,payment,location
游族网络,Flash高级工程师,1.3-1.8万/月,徐汇区宜山路711号2号楼游族大厦
company,job_title,payment,location
游族网络,资深网页设计师,1-2万/月,徐汇区宜山路711号2号楼游族大厦
company,job_title,payment,location
游族网络,董事长助理,1.5-3万/月,徐汇区宜山路711号2号楼游族大厦
company,job_title,payment,location
游族网络,助理flash工程师（大侠）,0.6-1万/月,徐汇区宜山路711号2号楼游族大厦
company,job_title,payment,location
游族网络,海外客服经理,1.2-1.5万/月,徐汇区宜山路711号2号楼游族大厦
company,job_title,payment,location
游族网络,HR招聘实习生,140元/天,徐汇区宜山路711号2号楼游族大厦
company,job_title,payment,location
游族网络,海外游戏客服,0.5-1万/月,徐汇区宜山路711号2号楼游族大厦
company,job_title,payment,location
游族网络,测试经理（环球）,1.3-2.6万/月,徐汇区宜山路711号2号楼游族大厦
company,job_title,payment,location
游族网络,游戏制作人（环球）,2.5-3.7万/月,徐汇区宜山路711号2号楼游族大厦
company,job_title,payment,location
游族网络,海外运营策划,0.7-1.3万/月,徐汇区宜山路711号2号楼游族大厦
company,job_title,payment,location
游族网络,海外产品经理（环球）,1.3-2.6万/月,徐汇区宜山路711号2号楼游族大厦
company,job_title,payment,location
游族网络,海外品牌经理,1.3-2.6万/月,徐汇区宜山路711号2号楼游族大厦
company,job_title,payment,location
游族网络,海外资深文案,0.7-1.3万/月,徐汇区宜山路711号2号楼游族大厦
company,job_title,payment,location
游族网络,Unity3D主程 （环球）,2-3万/月,徐汇区宜山路711号2号楼游族大厦
company,job_title,payment,location
游族网络,盗墓笔记-资深场景原画设计师,1-1.5万/月,徐汇区宜山路711号2号楼游族大厦
company,job_title,payment,location
游族网络,.net开发工程师,1-2万/月,徐汇区宜山路711号2号楼游族大厦
company,job_title,payment,location
游族网络,市场策划经理,1.3-2.3万/月,徐汇区宜山路711号2号楼游族大厦
company,job_title,payment,location
游族网络,市场策划,0.7-1.2万/月,徐汇区宜山路711号2号楼游族大厦
company,job_title,payment,location
游族网络,薪酬经理,1.5-2万/月,徐汇区宜山路711号2号楼游族大厦
company,job_title,payment,location
游族网络,海外市场（港澳台）,0.8-1.6万/月,徐汇区宜山路711号2号楼游族大厦
company,job_title,payment,location
游族网络,活动运营专员,6-8千/月,徐汇区宜山路711号2号楼游族大厦
company,job_title,payment,location
游族网络,数据可视化开发经理,2-2.5万/月,徐汇区宜山路711号2号楼游族大厦
company,job_title,payment,location
游族网络,高级共享中心专员,7-8千/月,徐汇区宜山路711号2号楼游族大厦
company,job_title,payment,location
游族网络,游戏本地化（葡萄语）,0.8-1万/月,徐汇区宜山路711号2号楼游族大厦
company,job_title,payment,location
游族网络,海外平台客服经理,1-2万/月,徐汇区宜山路711号2号楼游族大厦
company,job_title,payment,location
游族网络,（高级/资深）运营策划（版本管理方向）,1-1.5万/月,徐汇区宜山路711号2号楼游族大厦
company,job_title,payment,location
游族网络,（高级）Java开发工程师,1.1-2万/月,徐汇区宜山路711号2号楼游族大厦
company,job_title,payment,location
游族网络,3D特效（引擎类)）,1-1.7万/月,徐汇区宜山路711号2号楼游族大厦
company,job_title,payment,location
游族网络,市场研究专员,0.6-1万/月,徐汇区宜山路711号2号楼游族大厦
company,job_title,payment,location
游族网络,繁中广告优化专员,1-1.5万/月,徐汇区宜山路711号2号楼游族大厦
company,job_title,payment,location
游族网络,资深品牌宣传策划,1-2万/月,徐汇区宜山路711号2号楼游族大厦
company,job_title,payment,location
游族网络,IT技术支持（平台）,0.6-1万/月,徐汇区宜山路711号2号楼游族大厦
company,job_title,payment,location
游族网络,国内广告优化专员,0.8-1.5万/月,徐汇区宜山路711号2号楼游族大厦
company,job_title,payment,location
游族网络,高级产品战略分析师,1.5-2.5万/月,徐汇区宜山路711号2号楼游族大厦
company,job_title,payment,location
游族网络,系统策划（偏表现策划）,0.7-1.3万/月,徐汇区宜山路711号2号楼游族大厦
company,job_title,payment,location
游族网络,文案策划,0.7-1.5万/月,徐汇区宜山路711号2号楼游族大厦
company,job_title,payment,location
游族网络,U3D特效美术设计师,1-1.5万/月,徐汇区宜山路711号2号楼游族大厦
company,job_title,payment,location
游族网络,资深系统策划（无限工作室）,1-1.5万/月,徐汇区宜山路711号2号楼游族大厦
company,job_title,payment,location
游族网络,文案策划（无限工作室）,1-1.5万/月,徐汇区宜山路711号2号楼游族大厦
company,job_title,payment,location
游族网络,渠道运营,0.8-1.2万/月,徐汇区宜山路711号2号楼游族大厦
company,job_title,payment,location
游族网络,文案宣传主管,1.5-2万/月,徐汇区宜山路711号2号楼游族大厦
company,job_title,payment,location
游族网络,C++前端开发,1.5-2.5万/月,徐汇区宜山路711号2号楼游族大厦
company,job_title,payment,location
游族网络,社区经营（北美&欧盟区）,0.6-1.2万/月,徐汇区宜山路711号2号楼游族大厦
company,job_title,payment,location
游族网络,大数据开发工程师,1.5-2万/月,徐汇区宜山路711号2号楼游族大厦
company,job_title,payment,location
游族网络,3D角色美术设计（次时代）,1.5-2.5万/月,徐汇区宜山路711号2号楼游族大厦
company,job_title,payment,location
游族网络,场景原画,1-1.7万/月,徐汇区宜山路711号2号楼游族大厦
company,job_title,payment,location
游族网络,市场经理（女神工作室）,1.5-2.5万/月,徐汇区宜山路711号2号楼游族大厦
company,job_title,payment,location
游族网络,美术总监（环球）,1.5-3万/月,徐汇区宜山路711号2号楼游族大厦
company,job_title,payment,location
游族网络,技术总监（环球）,2-4万/月,徐汇区宜山路711号2号楼游族大厦
company,job_title,payment,location
游族网络,运营专员,1-1.5万/月,徐汇区宜山路711号2号楼游族大厦
company,job_title,payment,location
游族网络,测试开发工程师/研发资源平台,0.7-1万/月,徐汇区宜山路711号2号楼游族大厦
company,job_title,payment,location
游族网络,战斗数值策划（女神工作室）,1.5-2万/月,徐汇区宜山路711号2号楼游族大厦
company,job_title,payment,location
游族网络,运营经理-女神工作室,2-2.5万/月,徐汇区宜山路711号2号楼游族大厦
company,job_title,payment,location
游族网络,视觉设计经理,1.5-2万/月,徐汇区宜山路711号2号楼游族大厦
company,job_title,payment,location
游族网络,技术专家,1.6-3万/月,徐汇区宜山路711号2号楼游族大厦
company,job_title,payment,location
游族网络,COCOS主程,2-2.5万/月,徐汇区宜山路711号2号楼游族大厦
company,job_title,payment,location
游族网络,3D动作美术设计师（无限工作室）,1.3-1.7万/月,徐汇区宜山路711号2号楼游族大厦
company,job_title,payment,location
